Time,AccelX,AccelY,AccelZ
1528648,1.03,0.15,-0.07
1528661,1.03,0.17,-0.06
1528677,1.05,0.15,-0.06
1528690,1.05,0.15,-0.06
1528704,1.05,0.17,-0.06
1528717,1.05,0.17,-0.04
1528733,1.03,0.15,-0.07
1528748,1.03,0.17,-0.06
1528761,1.03,0.17,-0.06
1528774,1.03,0.15,-0.06
1528788,1.03,0.17,-0.06
1528804,1.03,0.17,-0.06
1528818,1.05,0.15,-0.07
1528835,1.03,0.17,-0.04
1528848,1.02,0.15,-0.06
1528861,1.03,0.17,-0.07
1528874,1.03,0.15,-0.06
1528890,1.03,0.15,-0.03
1528905,1.03,0.17,-0.04
1528921,1.03,0.15,-0.04
1528937,1.05,0.14,-0.06
1528953,1.03,0.15,-0.06
1528971,1.03,0.15,-0.07
1528984,1.03,0.15,-0.07
1528997,1.05,0.17,-0.04
1529010,1.03,0.17,-0.06
1529023,1.05,0.15,-0.07
1529036,1.05,0.15,-0.06
1529049,1.03,0.17,-0.06
1529062,1.03,0.15,-0.04
1529075,1.03,0.15,-0.06
1529088,1.03,0.15,-0.07
1529101,1.05,0.15,-0.06
1529115,1.03,0.17,-0.07
1529128,1.03,0.17,-0.06
1529141,1.03,0.15,-0.06
1529154,1.03,0.15,-0.06
1529169,1.05,0.15,-0.06
1529183,1.03,0.15,-0.06
1529196,1.03,0.15,-0.06
1529209,1.03,0.15,-0.06
1529222,1.03,0.17,-0.04
1529235,1.03,0.17,-0.07
1529249,1.03,0.15,-0.04
1529265,1.03,0.15,-0.07
1529278,1.03,0.17,-0.06
1529291,1.03,0.17,-0.07
1529304,1.03,0.17,-0.04
1529320,1.03,0.17,-0.07
1529333,1.03,0.15,-0.04
1529347,1.05,0.15,-0.04
1529574,1.03,0.15,-0.06
1529588,1.03,0.17,-0.06
1529603,1.05,0.15,-0.06
1529616,1.03,0.15,-0.04
1529629,1.03,0.15,-0.06
1529642,1.03,0.15,-0.04
1529656,1.03,0.15,-0.07
1529669,1.03,0.17,-0.04
1529683,1.03,0.17,-0.04
1529696,1.03,0.17,-0.04
1529709,1.03,0.15,-0.06
1529723,1.03,0.15,-0.06
1529737,1.03,0.18,-0.04
1529750,1.05,0.17,-0.03
1529764,1.05,0.14,-0.04
1529779,1.05,0.15,-0.06
1529793,1.05,0.15,-0.06
1529806,1.03,0.14,-0.06
1529820,1.03,0.15,-0.04
1529833,1.03,0.15,-0.07
1529846,1.03,0.17,-0.07
1529860,1.03,0.15,-0.06
1529873,1.03,0.15,-0.04
1529887,1.03,0.17,-0.06
1529900,1.02,0.15,-0.06
1529917,1.05,0.18,-0.06
1529930,1.03,0.15,-0.06
1529943,1.03,0.17,-0.06
1529956,1.03,0.15,-0.06
1529972,1.03,0.17,-0.04
1529986,1.03,0.17,-0.06
1530001,1.03,0.15,-0.07
1530015,1.03,0.15,-0.07
1530028,1.03,0.17,-0.06
1530041,1.03,0.15,-0.07
1530055,1.03,0.17,-0.06
1530069,1.05,0.15,-0.06
1530082,1.03,0.15,-0.04
1530098,1.03,0.17,-0.06
1530111,1.03,0.15,-0.07
1530125,1.05,0.15,-0.04
1530138,1.03,0.15,-0.06
1530154,1.03,0.17,-0.07
1530168,1.03,0.15,-0.06
1530184,1.05,0.15,-0.04
1530198,1.05,0.17,-0.07
1530213,1.05,0.15,-0.09
1530227,1.03,0.17,-0.06
1530240,1.03,0.15,-0.07
1530253,1.03,0.15,-0.06
1530266,1.03,0.15,-0.06
1530280,1.03,0.17,-0.06
1530293,1.03,0.15,-0.04
1530306,1.03,0.17,-0.06
1530319,1.05,0.15,-0.06
1530333,1.03,0.15,-0.04
1530346,1.03,0.17,-0.04
1530359,1.03,0.15,-0.07
1530375,1.05,0.17,-0.06
1530389,1.03,0.17,-0.04
1530403,1.02,0.15,-0.06
1530418,1.05,0.17,-0.09
1530432,1.03,0.17,-0.04
1530445,1.03,0.14,-0.04
1530462,1.03,0.15,-0.07
1530475,1.03,0.17,-0.06
1530491,1.05,0.15,-0.06
1530505,1.05,0.17,-0.07
1530518,1.05,0.17,-0.06
1530531,1.05,0.15,-0.06
1530547,1.02,0.17,-0.06
1530560,1.03,0.17,-0.06
1530574,1.03,0.15,-0.06
1530587,1.03,0.15,-0.07
1530603,1.03,0.15,-0.06
1530616,1.03,0.17,-0.06
1530632,1.03,0.17,-0.04
1530645,1.05,0.17,-0.06
1530659,1.03,0.17,-0.06
1530672,1.05,0.15,-0.06
1530685,1.03,0.15,-0.06
1530698,1.05,0.15,-0.06
1530712,1.05,0.17,-0.07
1530725,1.05,0.17,-0.04
1530740,1.03,0.15,-0.06
1530754,1.03,0.17,-0.04
1530767,1.03,0.15,-0.07
1530780,1.03,0.17,-0.06
1530793,1.02,0.17,-0.04
1530807,1.03,0.15,-0.06
1530820,1.03,0.15,-0.06
1530835,1.03,0.17,-0.06
1530849,1.05,0.15,-0.06
1530862,1.03,0.17,-0.04
1530875,1.05,0.17,-0.06
1530889,1.05,0.15,-0.04
1530902,1.03,0.15,-0.04
1530915,1.03,0.17,-0.06
1530928,1.03,0.15,-0.07
1530945,1.03,0.15,-0.06
1530958,1.03,0.15,-0.06
1530971,1.03,0.15,-0.06
1530985,1.03,0.17,-0.04
1530998,1.03,0.15,-0.06
1531011,1.03,0.17,-0.06
1531025,1.03,0.15,-0.07
1531040,1.03,0.15,-0.06
1531054,1.03,0.15,-0.06
1531067,1.03,0.15,-0.04
1531081,1.05,0.17,-0.06
1531094,1.03,0.15,-0.06
1531110,1.03,0.17,-0.06
1531123,1.03,0.15,-0.06
1531136,1.03,0.17,-0.06
1531149,1.03,0.17,-0.06
1531165,1.03,0.17,-0.06
1531179,1.05,0.17,-0.04
1531192,1.03,0.17,-0.06
1531205,1.03,0.15,-0.04
1531221,1.03,0.17,-0.06
1531234,1.05,0.15,-0.07
1531247,1.03,0.17,-0.06
1531263,1.03,0.17,-0.07
1531276,1.03,0.17,-0.06
1531292,1.05,0.15,-0.06
1531306,1.03,0.15,-0.07
1531322,1.03,0.17,-0.06
1531335,1.02,0.15,-0.04
1531348,1.03,0.15,-0.06
1531361,1.03,0.17,-0.04
1531377,1.05,0.15,-0.06
1531391,1.03,0.15,-0.06
1531404,1.05,0.17,-0.03
1531418,1.05,0.15,-0.06
1531431,1.05,0.17,-0.06
1531444,1.03,0.17,-0.04
1531457,1.05,0.15,-0.04
1531475,1.03,0.17,-0.06
1531489,1.03,0.17,-0.06
1531502,1.03,0.17,-0.04
1531515,1.03,0.15,-0.04
1531528,1.03,0.15,-0.06
1531544,1.05,0.17,-0.04
1531557,1.03,0.15,-0.04
1531570,1.03,0.17,-0.06
1531583,1.05,0.17,-0.06
1531600,1.03,0.15,-0.06
1531614,1.03,0.15,-0.06
1531630,1.03,0.15,-0.04
1531643,1.03,0.17,-0.04
1531656,1.05,0.15,-0.04
1531670,1.03,0.15,-0.04
1531685,1.05,0.17,-0.06
1531699,1.03,0.15,-0.06
1531712,1.03,0.15,-0.06
1531725,1.03,0.17,-0.06
1531738,1.03,0.17,-0.04
1531753,1.03,0.15,-0.06
1531766,1.03,0.15,-0.06
1531779,1.03,0.17,-0.07
1531792,1.03,0.15,-0.04
1531805,1.03,0.15,-0.06
1531818,1.03,0.17,-0.06
1531832,1.03,0.15,-0.06
1531845,1.03,0.17,-0.06
1531861,1.03,0.15,-0.04
1531875,1.03,0.15,-0.06
1531893,1.03,0.17,-0.04
1531906,1.05,0.17,-0.04
1531919,1.03,0.14,-0.06
1531933,1.05,0.15,-0.06
1531946,1.05,0.17,-0.06
1531962,1.05,0.17,-0.07
1531975,1.03,0.15,-0.04
1531988,1.03,0.17,-0.06
1532001,1.05,0.17,-0.07
1532017,1.03,0.15,-0.06
1532030,1.03,0.17,-0.06
1532043,1.03,0.17,-0.06
1532056,1.03,0.15,-0.06
1532072,1.05,0.15,-0.06
1532085,1.03,0.15,-0.06
1532100,1.03,0.15,-0.07
1532115,1.03,0.17,-0.06
1532128,1.02,0.15,-0.07
1532142,1.03,0.17,-0.07
1532158,1.03,0.17,-0.06
1532172,1.05,0.15,-0.07
1532188,1.03,0.17,-0.06
1532201,1.03,0.15,-0.06
1532214,1.03,0.17,-0.06
1532227,1.03,0.15,-0.04
1532243,1.03,0.15,-0.04
1532256,1.03,0.17,-0.04
1532269,1.03,0.15,-0.06
1532282,1.03,0.17,-0.06
1532298,1.05,0.15,-0.06
1532311,1.05,0.15,-0.06
1532327,1.03,0.15,-0.06
1532340,1.03,0.17,-0.07
1532353,1.03,0.15,-0.07
1532369,1.05,0.15,-0.04
1532382,1.03,0.17,-0.04
1532395,1.05,0.15,-0.06
1532408,1.03,0.15,-0.06
1532424,1.05,0.17,-0.04
1532438,1.05,0.15,-0.06
1532455,1.03,0.15,-0.07
1532469,1.03,0.17,-0.06
1532485,1.05,0.15,-0.04
1532498,1.05,0.15,-0.07
1532511,1.05,0.15,-0.07
1532525,1.05,0.15,-0.07
1532543,1.05,0.17,-0.04
1532556,1.03,0.15,-0.04
1532569,1.03,0.17,-0.06
1532583,1.05,0.15,-0.07
1532596,1.05,0.17,-0.06
1532609,1.05,0.15,-0.06
1532623,1.05,0.15,-0.06
1532636,1.03,0.15,-0.06
1532649,1.05,0.15,-0.06
1532662,1.03,0.17,-0.06
1532676,1.03,0.17,-0.06
1532692,1.03,0.15,-0.06
1532705,1.03,0.15,-0.06
1532718,1.03,0.15,-0.04
1532731,1.03,0.15,-0.06
1532751,1.03,0.15,-0.06
1532764,1.05,0.17,-0.06
1532779,1.03,0.15,-0.06
1532792,1.03,0.17,-0.07
1532808,1.03,0.15,-0.04
1532821,1.03,0.15,-0.06
1532834,1.05,0.15,-0.06
1532848,1.03,0.15,-0.06
1532864,1.03,0.15,-0.06
1532877,1.03,0.15,-0.07
1532890,1.03,0.17,-0.04
1532904,1.03,0.15,-0.07
1532920,1.03,0.15,-0.06
1532933,1.05,0.17,-0.07
1532946,1.03,0.15,-0.06
1532961,1.03,0.15,-0.06
1532975,1.03,0.15,-0.07
1532988,1.03,0.14,-0.04
1533002,1.03,0.17,-0.06
1533015,1.03,0.17,-0.04
1533030,1.03,0.17,-0.07
1533046,1.03,0.15,-0.06
1533181,1.03,0.17,-0.06
1533362,1.03,0.17,-0.04
1533375,1.03,0.17,-0.07
1533389,1.03,0.15,-0.06
1533402,1.05,0.17,-0.04
1533417,1.03,0.15,-0.04
1533430,1.03,0.15,-0.04
1533444,1.05,0.14,-0.04
1533457,1.03,0.15,-0.06
1533471,1.05,0.15,-0.04
1533484,1.05,0.15,-0.06
1533498,1.05,0.15,-0.07
1533511,1.03,0.15,-0.07
1533525,1.03,0.17,-0.06
1533538,1.03,0.15,-0.07
1533552,1.05,0.17,-0.06
1533571,1.03,0.17,-0.07
1533585,1.03,0.15,-0.06
1533598,1.03,0.15,-0.07
1533612,1.03,0.14,-0.06
1533628,1.05,0.15,-0.07
1533641,1.03,0.15,-0.06
1533654,1.03,0.15,-0.07
1533668,1.03,0.15,-0.04
1533683,1.05,0.15,-0.06
1533697,1.03,0.15,-0.07
1533710,1.03,0.15,-0.04
1533723,1.03,0.15,-0.07
1533739,1.03,0.15,-0.06
1533753,1.03,0.14,-0.04
1533769,1.03,0.15,-0.03
1533784,1.03,0.15,-0.07
1533797,1.03,0.15,-0.06
1533811,1.03,0.15,-0.06
1533824,1.03,0.15,-0.04
1533840,1.03,0.15,-0.06
1533853,1.03,0.15,-0.07
1533866,1.03,0.15,-0.06
1533879,1.03,0.15,-0.06
1533900,1.03,0.17,-0.06
1533916,1.03,0.17,-0.04
1533929,1.03,0.15,-0.06
1533942,1.03,0.15,-0.06
1533955,1.03,0.17,-0.06
1533971,1.03,0.17,-0.07
1533984,1.03,0.15,-0.07
1533999,1.03,0.15,-0.06
1534012,1.03,0.17,-0.06
1534026,1.03,0.17,-0.06
1534042,1.03,0.17,-0.07
1534055,1.03,0.17,-0.06
1534068,1.03,0.17,-0.06
1534081,1.03,0.17,-0.04
1534098,1.03,0.15,-0.04
1534111,1.03,0.15,-0.04
1534127,1.03,0.17,-0.07
1534140,1.03,0.17,-0.04
1534153,1.03,0.15,-0.06
1534167,1.03,0.17,-0.06
1534183,1.03,0.15,-0.06
1534197,1.05,0.15,-0.06
1534215,1.03,0.15,-0.06
1534228,1.03,0.17,-0.06
1534242,1.03,0.17,-0.04
1534258,1.03,0.17,-0.06
1534271,1.03,0.15,-0.07
1534284,1.03,0.15,-0.07
1534298,1.03,0.15,-0.06
1534311,1.03,0.15,-0.06
1534324,1.05,0.17,-0.06
1534338,1.03,0.15,-0.06
1534354,1.02,0.17,-0.06
1534367,1.03,0.15,-0.04
1534380,1.03,0.15,-0.04
1534394,1.03,0.17,-0.04
1534407,1.03,0.15,-0.06
1534422,1.05,0.15,-0.06
1534436,1.03,0.15,-0.06
1534450,1.03,0.17,-0.06
1534464,1.03,0.15,-0.07
1534481,1.03,0.15,-0.04
1534494,1.05,0.15,-0.06
1534510,1.05,0.14,-0.06
1534524,1.03,0.17,-0.07
1534537,1.03,0.15,-0.04
1534550,1.03,0.15,-0.07
1534563,1.03,0.15,-0.07
1534577,1.03,0.17,-0.06
1534590,1.03,0.15,-0.06
1534606,1.03,0.15,-0.04
1534619,1.03,0.15,-0.04
1534635,1.03,0.17,-0.04
1534648,1.03,0.17,-0.06
1534662,1.03,0.17,-0.06
1534675,1.03,0.17,-0.06
1534688,1.05,0.15,-0.06
1534702,1.03,0.17,-0.07
1534715,1.03,0.17,-0.06
1534728,1.03,0.15,-0.06
1534742,1.03,0.17,-0.04
1534755,1.03,0.15,-0.06
1534769,1.03,0.15,-0.06
1534783,1.03,0.17,-0.06
1534797,1.03,0.17,-0.06
1534810,1.05,0.17,-0.06
1534823,1.03,0.15,-0.04
1534838,1.03,0.15,-0.07
1534851,1.03,0.15,-0.06
1534865,1.03,0.15,-0.06
1534878,1.03,0.15,-0.06
1534891,1.03,0.15,-0.06
1534907,1.03,0.15,-0.06
1534920,1.03,0.17,-0.07
1534933,1.03,0.15,-0.06
1534946,1.03,0.15,-0.06
1534962,1.03,0.17,-0.04
1534975,1.03,0.15,-0.06
1534988,1.03,0.17,-0.06
1535002,1.02,0.17,-0.06
1535018,1.03,0.17,-0.04
1535031,1.05,0.15,-0.06
1535047,1.03,0.15,-0.07
1535060,1.03,0.15,-0.06
1535073,1.03,0.15,-0.06
1535086,1.03,0.15,-0.07
1535100,1.03,0.15,-0.07
1535114,1.03,0.15,-0.06
1535127,1.03,0.14,-0.06
1535143,1.03,0.15,-0.04
1535156,1.03,0.15,-0.04
1535169,1.03,0.15,-0.06
1535182,1.03,0.15,-0.04
1535198,1.03,0.17,-0.06
1535211,1.03,0.15,-0.06
1535225,1.05,0.17,-0.06
1535238,1.05,0.15,-0.04
1535254,1.03,0.15,-0.09
1535269,1.03,0.15,-0.04
1535282,1.03,0.15,-0.04
1535295,1.03,0.15,-0.06
1535308,1.05,0.15,-0.07
1535324,1.03,0.15,-0.06
1535337,1.03,0.17,-0.07
1535350,1.03,0.15,-0.06
1535364,1.03,0.15,-0.06
1535380,1.03,0.17,-0.06
1535393,1.03,0.15,-0.06
1535406,1.03,0.15,-0.06
1535419,1.03,0.15,-0.06
1535435,1.03,0.17,-0.07
1535448,1.05,0.17,-0.06
1535462,1.03,0.15,-0.04
1535478,1.03,0.15,-0.04
1535491,1.05,0.17,-0.04
1535505,1.05,0.17,-0.06
1535521,1.03,0.17,-0.06
1535534,1.03,0.15,-0.06
1535547,1.03,0.17,-0.06
1535560,1.03,0.17,-0.03
1535574,1.03,0.15,-0.06
1535587,1.03,0.15,-0.06
1535600,1.05,0.15,-0.04
1535617,1.05,0.15,-0.06
1535631,1.03,0.14,-0.06
1535647,1.03,0.15,-0.04
1535660,1.03,0.15,-0.06
1535674,1.03,0.15,-0.04
1535689,1.03,0.15,-0.04
1535702,1.05,0.17,-0.06
1535716,1.05,0.15,-0.06
1535729,1.03,0.15,-0.06
1535742,1.03,0.15,-0.06
1535756,1.03,0.15,-0.07
1535769,1.03,0.17,-0.06
1535782,1.03,0.15,-0.06
1535797,1.05,0.15,-0.04
1535813,1.03,0.15,-0.06
1535826,1.03,0.17,-0.06
1535839,1.03,0.15,-0.06
1535853,1.03,0.17,-0.06
1535866,1.03,0.15,-0.06
1535879,1.05,0.15,-0.07
1535895,1.03,0.17,-0.06
1535909,1.03,0.17,-0.04
1535922,1.03,0.17,-0.06
1535938,1.05,0.15,-0.06
1535951,1.05,0.15,-0.06
1535964,1.05,0.15,-0.07
1535977,1.03,0.17,-0.06
1535993,1.03,0.17,-0.06
1536007,1.03,0.17,-0.06
1536020,1.03,0.15,-0.07
1536033,1.03,0.15,-0.06
1536049,1.03,0.15,-0.06
1536062,1.03,0.15,-0.07
1536075,1.03,0.15,-0.06
1536088,1.03,0.15,-0.06
1536104,1.05,0.15,-0.09
1536120,1.03,0.15,-0.07
1536133,1.05,0.15,-0.07
1536147,1.03,0.17,-0.06
1536160,1.03,0.17,-0.07
1536173,1.03,0.15,-0.07
1536188,1.02,0.17,-0.04
1536201,1.03,0.15,-0.06
1536214,1.03,0.15,-0.04
1536230,1.05,0.17,-0.06
1536243,1.03,0.15,-0.07
1536256,1.03,0.17,-0.06
1536269,1.03,0.17,-0.07
1536285,1.03,0.17,-0.06
1536298,1.03,0.15,-0.06
1536311,1.03,0.15,-0.06
1536327,1.03,0.14,-0.06
1536340,1.03,0.17,-0.06
1536356,1.05,0.15,-0.06
1536369,1.03,0.15,-0.06
1536382,1.05,0.15,-0.06
1536395,1.05,0.15,-0.04
1536411,1.03,0.17,-0.06
1536425,1.03,0.15,-0.04
1536438,1.03,0.15,-0.04
1536451,1.05,0.15,-0.04
1536468,1.03,0.15,-0.06
1536482,1.03,0.15,-0.06
1536495,1.03,0.17,-0.06
1536509,1.03,0.17,-0.06
1536522,1.03,0.15,-0.06
1536537,1.03,0.14,-0.04
1536551,1.03,0.17,-0.06
1536564,1.03,0.17,-0.07
1536577,1.03,0.15,-0.06
1536591,1.03,0.15,-0.06
1536604,1.03,0.15,-0.06
1536617,1.05,0.15,-0.07
1536631,1.05,0.15,-0.07
1536644,1.03,0.15,-0.06
1536657,1.05,0.15,-0.06
1536670,1.03,0.17,-0.04
1536684,1.03,0.17,-0.04
1536697,1.05,0.15,-0.04
1536713,1.03,0.15,-0.07
1536726,1.03,0.17,-0.06
1536740,1.03,0.17,-0.09
1536756,1.03,0.17,-0.06
1536770,1.05,0.17,-0.06
1536783,1.03,0.17,-0.04
1536799,1.05,0.15,-0.07
1536814,1.03,0.15,-0.04
1536830,1.03,0.15,-0.04
1537004,1.05,0.17,-0.06
1537022,1.03,0.15,-0.06
1537035,1.03,0.17,-0.06
1537051,1.05,0.15,-0.06
1537065,1.05,0.17,-0.06
1537078,1.03,0.15,-0.06
1537092,1.03,0.15,-0.04
1537105,1.03,0.17,-0.06
1537122,1.05,0.15,-0.06
1537135,1.05,0.17,-0.06
1537148,1.03,0.17,-0.06
1537162,1.03,0.15,-0.07
1537175,1.03,0.15,-0.07
1537188,1.03,0.15,-0.06
1537203,1.03,0.15,-0.07
1537217,1.03,0.17,-0.06
1537233,1.03,0.17,-0.04
1537246,1.03,0.15,-0.06
1537262,1.03,0.17,-0.04
1537276,1.05,0.15,-0.06
1537289,1.05,0.15,-0.06
1537302,1.03,0.15,-0.06
1537318,1.03,0.15,-0.07
1537333,1.03,0.17,-0.07
1537349,1.05,0.15,-0.07
1537362,1.03,0.17,-0.06
1537375,1.03,0.15,-0.07
1537389,1.02,0.15,-0.07
1537405,1.05,0.15,-0.06
1537418,1.03,0.15,-0.06
1537431,1.03,0.15,-0.04
1537447,1.03,0.15,-0.06
1537460,1.03,0.17,-0.04
1537473,1.03,0.17,-0.07
1537487,1.05,0.15,-0.06
1537501,1.03,0.15,-0.06
1537514,1.03,0.17,-0.06
1537530,1.03,0.14,-0.06
1537544,1.03,0.18,-0.06
1537557,1.05,0.15,-0.07
1537570,1.03,0.15,-0.06
1537583,1.03,0.17,-0.04
1537597,1.03,0.15,-0.06
1537610,1.03,0.15,-0.06
1537626,1.03,0.17,-0.07
1537639,1.03,0.15,-0.06
1537655,1.03,0.15,-0.04
1537669,1.03,0.17,-0.06
1537682,1.03,0.15,-0.06
1537696,1.03,0.17,-0.04
1537711,1.05,0.17,-0.06
1537725,1.05,0.15,-0.04
1537738,1.03,0.15,-0.06
1537751,1.03,0.15,-0.04
1537767,1.03,0.15,-0.04
1537781,1.03,0.17,-0.06
1537797,1.05,0.17,-0.06
1537810,1.03,0.15,-0.06
1537823,1.03,0.17,-0.07
1537836,1.05,0.15,-0.04
1537852,1.03,0.15,-0.07
1537867,1.03,0.15,-0.06
1537881,1.03,0.17,-0.06
1537894,1.03,0.17,-0.04
1537907,1.03,0.15,-0.06
1537921,1.03,0.17,-0.04
1537934,1.03,0.15,-0.06
1537947,1.03,0.15,-0.06
1537963,1.03,0.15,-0.04
1537976,1.03,0.15,-0.06
1537989,1.03,0.15,-0.04
1538002,1.05,0.15,-0.06
1538019,1.03,0.17,-0.06
1538033,1.03,0.17,-0.06
1538049,1.03,0.17,-0.06
1538062,1.03,0.15,-0.06
1538078,1.03,0.15,-0.06
1538094,1.03,0.17,-0.06
1538107,1.03,0.15,-0.06
1538120,1.03,0.15,-0.03
1538134,1.03,0.17,-0.06
1538150,1.03,0.15,-0.07
1538163,1.03,0.17,-0.06
1538176,1.05,0.15,-0.04
1538189,1.03,0.17,-0.04
1538205,1.03,0.15,-0.06
1538218,1.05,0.17,-0.06
1538231,1.05,0.15,-0.06
1538245,1.03,0.15,-0.07
1538261,1.03,0.17,-0.06
1538274,1.03,0.15,-0.07
1538287,1.03,0.15,-0.06
1538302,1.03,0.15,-0.06
1538315,1.05,0.15,-0.06
1538331,1.03,0.17,-0.06
1538344,1.03,0.17,-0.04
1538360,1.03,0.17,-0.07
1538373,1.03,0.15,-0.06
1538386,1.03,0.17,-0.06
1538402,1.03,0.17,-0.06
1538415,1.03,0.17,-0.06
1538428,1.05,0.15,-0.07
1538441,1.03,0.17,-0.04
1538457,1.03,0.15,-0.04
1538471,1.03,0.17,-0.06
1538484,1.03,0.15,-0.06
1538497,1.03,0.17,-0.07
1538515,1.03,0.15,-0.06
1538528,1.03,0.15,-0.06
1538541,1.03,0.15,-0.07
1538555,1.05,0.15,-0.06
1538568,1.03,0.15,-0.06
1538584,1.03,0.15,-0.06
1538597,1.03,0.15,-0.07
1538610,1.03,0.15,-0.04
1538623,1.05,0.15,-0.04
1538639,1.03,0.15,-0.06
1538654,1.05,0.15,-0.06
1538670,1.03,0.17,-0.07
1538683,1.03,0.15,-0.06
1538696,1.03,0.17,-0.04
1538710,1.03,0.15,-0.07
1538725,1.03,0.17,-0.06
1538739,1.03,0.17,-0.06
1538755,1.03,0.15,-0.06
1538768,1.05,0.17,-0.04
1538781,1.03,0.15,-0.07
1538794,1.03,0.17,-0.04
1538810,1.05,0.17,-0.04
1538823,1.05,0.17,-0.06
1538837,1.03,0.15,-0.06
1538850,1.03,0.17,-0.04
1538866,1.05,0.15,-0.06
1538879,1.05,0.17,-0.06
1538892,1.03,0.17,-0.06
1538905,1.03,0.17,-0.04
1538921,1.05,0.14,-0.06
1538937,1.05,0.15,-0.06
1538951,1.03,0.15,-0.04
1538967,1.03,0.14,-0.06
1538980,1.03,0.17,-0.04
1538994,1.05,0.15,-0.06
1539007,1.05,0.17,-0.04
1539020,1.03,0.15,-0.06
1539033,1.05,0.15,-0.06
1539048,1.03,0.15,-0.04
1539061,1.03,0.15,-0.06
1539074,1.03,0.15,-0.06
1539088,1.03,0.15,-0.04
1539101,1.05,0.17,-0.06
1539114,1.05,0.15,-0.07
1539128,1.05,0.17,-0.04
1539141,1.03,0.17,-0.07
1539156,1.02,0.17,-0.06
1539173,1.03,0.15,-0.06
1539186,1.03,0.15,-0.06
1539199,1.03,0.17,-0.04
1539212,1.03,0.15,-0.04
1539227,1.03,0.17,-0.06
1539243,1.03,0.15,-0.06
1539256,1.03,0.17,-0.04
1539269,1.05,0.17,-0.07
1539283,1.05,0.15,-0.07
1539299,1.05,0.15,-0.06
1539312,1.03,0.15,-0.06
1539325,1.05,0.15,-0.07
1539339,1.03,0.15,-0.06
1539352,1.03,0.15,-0.06
1539367,1.03,0.15,-0.07
1539382,1.03,0.17,-0.06
1539395,1.03,0.15,-0.06
1539408,1.03,0.15,-0.06
1539424,1.05,0.18,-0.06
1539438,1.03,0.17,-0.04
1539451,1.03,0.17,-0.06
1539464,1.03,0.17,-0.04
1539478,1.03,0.17,-0.04
1539491,1.05,0.15,-0.04
1539505,1.03,0.15,-0.06
1539518,1.03,0.15,-0.07
1539532,1.05,0.17,-0.06
1539545,1.03,0.17,-0.06
1539558,1.03,0.15,-0.06
1539574,1.03,0.15,-0.09
1539587,1.03,0.17,-0.06
1539600,1.05,0.14,-0.07
1539613,1.03,0.14,-0.07
1539627,1.03,0.15,-0.07
1539640,1.03,0.15,-0.07
1539653,1.03,0.15,-0.04
1539667,1.03,0.15,-0.07
1539680,1.03,0.17,-0.07
1539693,1.03,0.15,-0.06
1539706,1.03,0.17,-0.06
1539721,1.03,0.17,-0.06
1539734,1.03,0.17,-0.04
1539750,1.03,0.17,-0.07
1539763,1.03,0.17,-0.04
1539779,1.03,0.17,-0.06
1539793,1.05,0.15,-0.06
1539807,1.05,0.15,-0.06
1539820,1.03,0.15,-0.07
1539836,1.03,0.15,-0.06
1539849,1.03,0.15,-0.06
1539863,1.03,0.17,-0.06
1539876,1.03,0.17,-0.06
1539892,1.03,0.15,-0.06
1539905,1.03,0.17,-0.04
1539919,1.03,0.15,-0.06
1539932,1.03,0.15,-0.06
1539945,1.03,0.15,-0.07
1539958,1.03,0.17,-0.06
1539972,1.05,0.15,-0.06
1539990,1.03,0.15,-0.03
1540003,1.03,0.17,-0.07
1540017,1.05,0.15,-0.07
1540030,1.03,0.15,-0.03
1540043,1.03,0.17,-0.06
1540058,1.03,0.17,-0.07
1540075,1.03,0.17,-0.06
1540088,1.05,0.17,-0.06
1540104,1.05,0.15,-0.07
1540117,1.03,0.17,-0.06
1540131,1.03,0.15,-0.06
1540144,1.05,0.15,-0.06
1540157,1.03,0.15,-0.06
1540171,1.03,0.15,-0.07
1540184,1.03,0.17,-0.07
1540202,1.05,0.17,-0.06
1540215,1.03,0.17,-0.06
1540229,1.03,0.17,-0.07
1540242,1.05,0.17,-0.06
1540255,1.03,0.17,-0.07
1540269,1.05,0.15,-0.06
1540282,1.03,0.15,-0.06
1540295,1.03,0.15,-0.06
1540309,1.03,0.15,-0.07
1540322,1.03,0.17,-0.06
1540335,1.05,0.15,-0.06
1540348,1.03,0.15,-0.06
1540363,1.03,0.17,-0.06
1540376,1.03,0.15,-0.07
1540389,1.03,0.17,-0.06
1540405,1.03,0.17,-0.07
1540423,1.03,0.17,-0.06
1540437,1.03,0.15,-0.06
1540450,1.03,0.17,-0.07
1540463,1.03,0.15,-0.06
1540476,1.03,0.17,-0.06
1540492,1.03,0.15,-0.06
1540506,1.03,0.17,-0.06
1540794,1.03,0.15,-0.06
1540808,1.03,0.15,-0.06
1540821,1.03,0.15,-0.06
1540834,1.03,0.17,-0.06
1540847,1.03,0.17,-0.06
1540864,1.03,0.15,-0.06
1540877,1.03,0.15,-0.06
1540891,1.05,0.17,-0.06
1540904,1.05,0.17,-0.04
1540918,1.03,0.17,-0.06
1540931,1.03,0.17,-0.06
1540944,1.05,0.15,-0.04
1540958,1.03,0.15,-0.06
1540974,1.03,0.17,-0.06
1540987,1.03,0.17,-0.06
1541000,1.05,0.17,-0.04
1541017,1.03,0.15,-0.04
1541030,1.03,0.15,-0.06
1541043,1.03,0.15,-0.04
1541059,1.05,0.15,-0.06
